Unnamed: 0.1,Unnamed: 0,Doc_ID,Javis_DB_ID,Variation,Template_ID
4299,4299,202331010921612559.XLS,1023,1023_2,1166
4414,4414,202341063620115836.XLS,1105,1105_2,1166
388,388,202211220523134884.XLS,1023,1023_2,1166
1873,1873,202241164450858074.XLSX,1105,1105_2,1166
1522,1522,202272925459420531.XLSX,1023,1023_2,1166
1267,1267,202331245928675590.XLS,1023,1023_2,1166
297,297,2022102355810354388.XLS,1105,1105_2,1166
1868,1868,202241164451236083.XLSX,1105,1105_2,1166
455,455,2022117349433811.XLS,1023,1023_2,1166
145,145,20227294819114045.XLS,1023,1023_2,1166
333,333,202311611445267792.XLS,1023,1023_2,1166
322,322,20221112113259809142.XLS,1023,1023_2,1166
1330,1330,2022729341442604.XLSX,1023,,1166
490,490,202231211438312956.XLS,1105,1105_2,1166
1206,1206,2022682934400728.XLS,1105,1105_2,1166
1982,1982,202261931014257835.XLSX,1023,1023_2,1166
340,340,202291331157522063.XLS,1023,1023_2,1166
165,165,202322935325770368.XLS,1023,1023_2,1166
881,881,20226202944208634.XLS,1105,1105_2,1166
2115,2115,20234240160960349.XLS,1105,1105_2,1166
1792,1792,20224116445142077.XLSX,1105,1105_2,1166
1628,1628,20223862229458936.XLS,1105,1105_2,1166
645,645,2023012103849462148.XLS,1023,1023_2,1166
2114,2114,2023471131651288.XLS,1023,1023_2,1166
1657,1657,202331241720420182.XLS,1023,1023_2,1166
1030,1030,202322425423480719.XLS,1105,1105_2,1166
1803,1803,20227292550132533.XLSX,1023,,1166
1015,1015,202281654247568286.XLS,1023,1023_2,1166
950,950,202241164450517066.XLSX,1105,1105_2,1166
924,924,20227293431806612.XLS,1023,,1166
843,843,20226205382955362.XLSX,1023,1023_2,1166
915,915,20232293520136330.XLS,1023,1023_2,1166
909,909,202291331146752061.XLS,1023,1023_2,1166
891,891,20221122262679774.XLS,1023,1023_2,1166
978,978,202282814650728443.XLS,1023,1023_2,1166
626,626,202291023659782298.XLS,1023,1023_2,1166
1143,1143,20227293414768606.XLSX,1023,1023_2,1166
2119,2119,20232253050302477.XLS,1023,1023_2,1166
2117,2117,2023512720184879.XLS,1023,1023_2,1166
2118,2118,202331245928675590.XLS,1023,1023_2,1166
1610,1610,202232872752554620.XLSX,1023,1023_2,1166
1116,1116,20224215155837442.XLS,1105,1105_2,1166
2116,2116,202341063620115836.XLS,1105,1105_2,1166
1074,1074,202331534243789779.XLSX,1023,1023_2,1166_1
2121,2121,20232156439872111.XLSX,1105,1105_2,1166_1
2120,2120,202312852822273871.XLSX,1105,1105_2,1166_1
895,895,202312852822273871.XLSX,1105,1105_2,1166_1
1637,1637,202289347081088.XLSX,1023,1023_2,1166_2
1647,1647,20228934659680087.XLSX,1023,1023_2,1166_2
951,951,202331355339270621.XLS,1105,1105_2,1173
682,682,20232901551123408.XLS,1105,1105_2,1173
610,610,202241164450690069.XLSX,1105,1105_2,1173
2124,2124,202342545114733437.XLS,1105,1105_2,1173
216,216,202261851342693655.XLS,1105,1105_2,1173
2123,2123,202311011217480846.XLS,1105,1105_2,1173
1282,1282,20231421632993022.XLS,1105,1105_2,1173
1042,1042,2023210155774013.XLS,1105,1105_2,1173
1287,1287,202311541720203943.XLS,1105,1105_2,1173
859,859,20221077055120702.XLS,1105,1105_2,1173
2122,2122,20234413741719322.XLS,1105,1105_2,1173
370,370,202291305333661515.XLS,1105,1105_2,1173
1462,1462,20221019093493886.XLSX,1105,1105_2,1173
844,844,2022322103051456870.XLS,1105,1105_2,1173
833,833,2022322103051545871.XLS,1105,1105_2,1173
733,733,20221027513206979.XLS,1105,1105_2,1173
359,359,202311011574476477.XLS,1105,1105_2,1173
1310,1310,20229172024402726.XLS,1105,1105_2,1173
1968,1968,202232073750585936.XLS,1105,1105_2,1173
676,676,202210256026974820.XLS,1105,1105_2,1173
1360,1360,202261331434151571.XLS,1105,1105_2,1173
1314,1314,202241164451338086.XLSX,1105,1105_2,1173
936,936,202332034949107566.XLS,1105,1105_2,1173
1354,1354,2022682538267717.XLS,1105,1105_2,1173
966,966,202302501118793190.XLS,1105,1105_2,1173
965,965,20224215155760441.XLS,1105,1105_2,1173
810,810,20230240260778981.XLS,1105,1105_2,1173
367,367,20230911445468941.XLS,1105,1105_2,1173
1009,1009,202211831041385129.XLS,1105,1105_2,1173
1057,1057,2022913113834582379.XLS,1105,1105_2,1173
4065,4065,20234413741719322.XLS,1105,1105_2,1173
1629,1629,2022654055366550.XLSX,1105,1105_2,1173
2130,2130,202342401815396424.XLS,1105,1105_2,1173
2125,2125,20234106325610288.XLS,1105,1105_2,1173
2131,2131,202342401625856356.XLS,1105,1105_2,1173
129,129,20227204463671867.XLS,1105,1105_2,1173
2126,2126,202302783331206729.XLS,1105,1105_2,1173
2062,2062,202251424233427616.XLSX,1105,1105_2,1173
674,674,2022691355456135.XLS,1105,1105_2,1173
3986,3986,202381264854597101.XLS,1105,1105_2,1173
469,469,2022320105428151186.XLS,1105,1105_2,1173
463,463,20221077337630712.XLS,1105,1105_2,1173
500,500,202262263717180339.XLS,1105,1105_2,1173
899,899,202261851643998692.XLS,1105,1105_2,1173
462,462,202322814427222627.XLS,1105,1105_2,1173
1195,1195,2022914102426136130.XLS,1105,1105_2,1173
2042,2042,202311011116106840.XLS,1105,1105_2,1173
2129,2129,20233262574071548.XLS,1105,1105_2,1173
2128,2128,20233352416258180.XLS,1105,1105_2,1173
1862,1862,202321831026488777.XLS,1105,1105_2,1173
1252,1252,202291864334285219.XLS,1105,1105_2,1173
1256,1256,20226205936767676.XLS,1105,1105_2,1173
1864,1864,2022111262655535355.XLS,1105,1105_2,1173
861,861,202291014636656003.XLS,1105,1105_2,1173
417,417,20232102755147590.XLS,1105,1105_2,1173
2032,2032,2022101863316186024.XLS,1105,1105_2,1173
2127,2127,20232101131822942.XLS,1105,1105_2,1173
2030,2030,2022112045614201135.XLSX,1101,1101_1,1178
1723,1723,202211964137130045.XLSX,1101,1101_1,1178
2028,2028,2022102814622577286.XLSX,1042,1042_1,1183
1970,1970,2022893470566089.XLSX,1023,1023_2,1190
1017,1017,20228934659294086.XLSX,1023,1023_2,1190
1857,1857,20233413015283147.XLS,1024,1024_1,1194
4802,4802,20233413015283147.XLS,1024,1024_1,1194
1619,1619,2022499939228456.CSV,1087,1087_2,1196
1066,1066,2022422411810707.CSV,1087,1087_2,1196
1219,1219,2022422143930754.CSV,1087,1087_2,1196
358,358,20223121100611224.CSV,1087,1087_2,1196
717,717,2022422411952709.CSV,1087,1087_2,1196
1050,1050,202249113915833036.CSV,1087,1087_2,1196
754,754,202241023236812067.CSV,1087,1087_2,1196
1406,1406,20230210936314945.CSV,1087,1087_1,1201
2132,2132,20231210461193914.CSV,1087,1087_1,1201
1838,1838,202302195648780265.CSV,1087,1087_1,1201
349,349,202303656584320.CSV,1087,1087_1,1201
1872,1872,202281324716778816.XLS,1113,1113_2,1202
1456,1456,2022327115752861950.XLSX,1020,1020_2,1207
5160,5160,20233142271879015.XLS,1024,1024_1,1215
1721,1721,20233142271879015.XLS,1024,1024_1,1215
274,274,20227511611144275.CSV,1087,1087_1,1229
1290,1290,20226163322545522.CSV,1087,1087_1,1229
1401,1401,202211243839522423.XLSX,1042,1042_1,1231
1680,1680,2023057148937682.XLSX,1181,1181_1,1231
1547,1547,20223833922384406.XLSX,1020,1020_2,1238
1070,1070,20232275538905785.XLSX,1020,1020_2,1250
1059,1059,20230910420230800.XLSX,1147,1147_1,1254
804,804,202241663056639787.XLS,1024,1024_1,1263
801,801,202301101135319034.XLSX,1042,1042_1,1266
495,495,202262533540768120.XLS,1024,1024_1,1272
470,470,202251094442614361.XLSX,1042,1042_1,1273
4865,4865,202363165313526235.XLSX,1106,1106_1,1278
4250,4250,202331052331520566.XLS,1024,1024_1,1279
400,400,202331052331520566.XLS,1024,1024_1,1279
261,261,202311810283145940.XLS,1024,1024_1,1280
225,225,202211510438699056.XLS,1024,1024_1,1281
1950,1950,2022939027567107.XLS,1152,1152_1,1298
2133,2133,20232179027881022.XLS,1152,1152_1,1298
2083,2083,2023039017305398.XLS,1152,1152_1,1298
438,438,20230109029981227.XLS,1152,1152_1,1298
1711,1711,20228299031271755.XLS,1152,1152_1,1298
1468,1468,20232179027881022.XLS,1152,1152_1,1298
485,485,20228237522860911.CSV,1087,1087_1,1299
1109,1109,202292045554638211.CSV,1087,1087_1,1299
1777,1777,202311711911908762.CSV,1087,1087_1,1299
2137,2137,2023111112253885259.CSV,1087,1087_1,1299
2135,2135,202311711911908762.CSV,1087,1087_1,1299
2136,2136,20230172131830532.CSV,1087,1087_1,1299
607,607,20232187542497117.CSV,1087,1087_1,1299
2134,2134,202301063150956185.CSV,1087,1087_1,1299
107,107,202292110177103838.CSV,1087,1087_2,1299
411,411,20227475743937799.XLSX,1116,1116_1,1318
1718,1718,2022112791213492114.XLSX,1075,1075_2,1318
2143,2143,20230255939899505.XLSX,1075,1075_2,1318
2142,2142,202311489974274.XLSX,1181,1181_1,1318
2141,2141,20232203196502711.XLSX,1086,1086_1,1318
697,697,2022527005104817.XLSX,1116,1116_1,1318
2140,2140,20232281323639366.XLSX,1086,1086_1,1318
425,425,202261644327186601.XLSX,1075,1075_2,1318
2033,2033,2022921104756442806.XLSX,1075,1075_2,1318
159,159,202272311244526311.XLSX,1116,1116_1,1318
2139,2139,202341611012926055.XLSX,1086,1086_1,1318
430,430,20226103519825365.XLSX,1116,1116_1,1318
687,687,2022712105631555940.XLSX,1086,1086_1,1318
2138,2138,2023355313364000.XLSX,1086,1086_1,1318
875,875,202262025047834311.XLSX,1116,1116_1,1318
1536,1536,2022376942233469.XLSX,1116,1116_1,1318
1065,1065,20231803050590568.XLSX,1098,1098_1,1318
679,679,20227268162378490.XLSX,1075,1075_2,1318
1056,1056,20223194513647008.XLSX,1075,1075_2,1318
2024,2024,202251173517956801.XLSX,1071,1071_-1,1318
1699,1699,202272341911154451.XLSX,1116,1116_1,1318
2144,2144,20234895445239969.XLSX,1075,1075_2,1318
2154,2154,202302071213828697.XLSX,1075,1075_2,1318
2153,2153,2023110937189070.XLSX,1075,1075_2,1318
1023,1023,20227305101266411.XLSX,1116,1116_1,1318
2152,2152,20230323033295567.XLSX,1106,1106_1,1318
2151,2151,20231803050590568.XLSX,1098,1098_1,1318
2150,2150,20230310284010878.XLSX,1098,1098_1,1318
2149,2149,20234510181558762.XLSX,1098,1098_1,1318
2148,2148,20231275459654022.XLSX,1098,1098_1,1318
1299,1299,202311489974274.XLSX,1181,1181_1,1318
1495,1495,202291795731397824.XLSX,1086,1086_1,1318
5152,5152,20234510181558762.XLSX,1098,1098_1,1318
2147,2147,202311003149797774.XLSX,1098,1098_1,1318
803,803,20223134342723619.XLSX,1116,1116_1,1318
1505,1505,202232225543890002.XLSX,1098,1098_1,1318
805,805,202241905831594522.XLSX,1086,1086_1,1318
719,719,20223761021888472.XLSX,1116,1116_1,1318
1036,1036,20230310284010878.XLSX,1098,1098_1,1318
1772,1772,2022112714236592255.XLSX,1075,1075_2,1318
384,384,202252102230321023.XLSX,1116,1116_1,1318
1661,1661,2022723112516360316.XLSX,1116,1116_1,1318
2146,2146,202303143248885881.XLSX,1086,1086_1,1318
389,389,20228911958615982.XLSX,1106,1106_1,1318
2014,2014,20230323033295567.XLSX,1106,1106_1,1318
1047,1047,20224193616901724.XLSX,1086,1086_1,1318
2145,2145,20232331335523251.XLSX,1181,1181_1,1318
1645,1645,20223255281673385.XLSX,1086,1086_1,1318
460,460,20224279362666568.XLSX,1075,1075_2,1318
1565,1565,20231109370176068.XLSX,1075,1075_2,1318
1138,1138,20223551454497972.XLSX,1116,1116_1,1318
1569,1569,20232331335523251.XLSX,1181,1181_1,1318
1135,1135,20226233200306935.XLSX,1098,1098_1,1318
1605,1605,202312424614786330.XLSX,1098,1098_1,1318
1604,1604,20227262192839034.XLSX,1098,1098_1,1318
4934,4934,202341611012926055.XLSX,1086,1086_1,1318
1576,1576,20221017105042424501.XLSX,1075,1075_2,1318
572,572,20227268163540493.XLSX,1075,1075_2,1318
1577,1577,20223195911460040.XLSX,1075,1075_2,1318
575,575,2022628103944624758.XLSX,1075,1075_2,1318
1580,1580,20226185158589660.XLSX,1075,1075_2,1318
1589,1589,20226611296982978.XLSX,1091,1091_1,1318
1130,1130,2022372277333075.XLSX,1116,1116_1,1318
1599,1599,202312282713822.XLSX,1181,1181_1,1318
1598,1598,20221120105111316169.XLSX,1098,1098_1,1318
4938,4938,2023355313364000.XLSX,1086,1086_1,1318
822,822,20223953718545545.XLSX,1075,1075_2,1318
93,93,202261084051590241.XLSX,1098,1098_1,1318
98,98,2022111953918156345.XLSX,1106,1106_1,1318
1124,1124,202251173518367805.XLSX,1071,1071_-1,1318
1429,1429,2023027081223926.XLSX,1098,1098_1,1318
1099,1099,20223134342798620.XLSX,1116,1116_1,1318
1836,1836,202252102050377006.XLSX,1116,1116_1,1318
825,825,20226102218281350.XLSX,1086,1086_1,1318
1020,1020,202262694522438515.XLSX,1113,1113_1,1318
1078,1078,202302714018191494.XLSX,1098,1098_1,1318
136,136,202252422744476641.XLSX,1086,1086_1,1318
831,831,202231135436128993.XLSX,1106,1106_1,1318
1203,1203,2022112714353274398.XLSX,1075,1075_2,1318
498,498,202232810213947883.XLSX,1116,1116_1,1318
4781,4781,20234895445239969.XLSX,1075,1075_2,1318
1185,1185,202312843212155865.XLSX,1086,1086_1,1318
817,817,20227130914760032.XLSX,1116,1116_1,1318
1550,1550,2022102262057107699.XLSX,1075,1075_2,1318
677,677,2022524113143802703.XLSX,1086,1086_1,1318
1178,1178,202252014539586573.XLSX,1075,1075_2,1318
935,935,2022322104758700923.XLSX,1075,1075_2,1318
526,526,202231521441547473.XLSX,1116,1116_1,1318
2100,2100,202231944250441000.XLSX,1075,1075_2,1318
1091,1091,20226102218380351.XLSX,1086,1086_1,1318
535,535,202291861218759094.XLSX,1075,1075_2,1318
1162,1162,202282085634320990.XLSX,1098,1098_1,1318
537,537,202271834047660443.XLSX,1075,1075_2,1318
538,538,2023050352655432.XLSX,1098,1098_1,1318
2102,2102,202303122840493184.XLSX,1098,1098_1,1318
85,85,202292895118742151.XLSX,1075,1075_2,1318
519,519,202210174211525124.XLSX,1098,1098_1,1318
1019,1019,202241622734718953.XLSX,1106,1106_1,1318
604,604,202281193915344467.XLSX,1086,1086_1,1318
900,900,2022102332419971672.XLSX,1098,1098_1,1318
789,789,202231944744784006.XLSX,1075,1075_2,1318
1919,1919,20223953641458541.XLSX,1075,1075_2,1318
1437,1437,2022915115447780688.XLS,1098,1098_1,1318
1342,1342,20224193349788720.XLSX,1086,1086_1,1318
788,788,2022102262057495700.XLSX,1075,1075_2,1318
1327,1327,20223722514229066.XLSX,1116,1116_1,1318
1728,1728,202262791712571588.XLSX,1106,1106_1,1318
987,987,2022101845318134646.XLSX,1075,1075_2,1318
1364,1364,202272961826133813.XLSX,1098,1098_1,1318
276,276,20223861736869863.XLSX,1098,1098_1,1318
1335,1335,202237697786465.XLSX,1116,1116_1,1318
760,760,20223255281807387.XLSX,1086,1086_1,1318
1979,1979,202211279735756969.XLSX,1075,1075_2,1318
1470,1470,202261191849712132.XLSX,1165,1165_1,1318
894,894,202241905831509521.XLSX,1086,1086_1,1318
1679,1679,202262223225697080.XLSX,1086,1086_1,1318
1684,1684,2022372277432076.XLSX,1116,1116_1,1318
1442,1442,202262182739867596.XLSX,1086,1086_1,1318
991,991,20227272846593913.XLSX,1116,1116_1,1318
262,262,202261973255805978.XLSX,1116,1116_1,1318
997,997,2022112634119741331.XLSX,1106,1106_1,1318
904,904,20227475532820788.XLSX,1116,1116_1,1318
323,323,202251714534671080.XLSX,1116,1116_1,1318
1916,1916,202311003149797774.XLSX,1098,1098_1,1318
1373,1373,2022102865544196340.XLSX,1098,1098_1,1318
190,190,2022328101653286866.XLSX,1116,1116_1,1318
897,897,2022376942297470.XLSX,1116,1116_1,1318
1412,1412,202291861218392093.XLSX,1075,1075_2,1318
1932,1932,2022723112515986315.XLSX,1116,1116_1,1318
330,330,202241314723346233.XLSX,1116,1116_1,1318
1907,1907,202241002413258660.XLSX,1086,1086_1,1318
1368,1368,20226186578648257.XLSX,1116,1116_1,1318
286,286,202232552736833382.XLSX,1086,1086_1,1318
1014,1014,202292110475650805.XLSX,1075,1075_2,1318
241,241,202210174198333117.XLSX,1098,1098_1,1318
898,898,202231310189603647.XLSX,1116,1116_1,1318
2247,2247,20230114439433915.XLS,1106,1106_1,1332
23,23,202302744022520011.XLS,1106,1106_1,1332
2248,2248,20230443942580102.XLS,1106,1106_1,1332
2155,2155,20230485928774714.XLS,1024,1024_1,1470
2156,2156,202303111714994485.XLS,1024,1024_1,1473
979,979,202261903017553225.XLS,1152,1152_1,1475
2159,2159,20231129030619986.XLS,1152,1152_1,1475
903,903,202251311472746314.XLS,1152,1152_1,1475
2157,2157,2023029028405374.XLS,1152,1152_1,1475
1221,1221,202261522559683791.XLS,1152,1152_1,1475
1192,1192,202211199018559353.XLS,1152,1152_1,1475
2158,2158,2023129035105408.XLS,1152,1152_1,1475
1790,1790,202210249019630940.XLS,1152,1152_1,1475
1296,1296,202211249018755456.XLS,1152,1152_1,1475
2245,2245,2023053510496550.XLS,1106,1106_1,1477
2246,2246,202302025913270163.XLS,1106,1106_1,1477
4615,4615,202332935154659204.XLS,1024,1024_1,1479
2160,2160,202332935154659204.XLS,1024,1024_1,1479
2895,2895,20238461515512176.XLSX,1217,1217_-1,1480
4749,4749,202373034055481502.XLSX,1205,1205_-1,1480
4763,4763,202371745659383095.XLSX,1222,1222_-1,1480
3671,3671,202381202927939196.XLSX,1200,1200_-1,1480
4058,4058,20238715952996756.XLSX,1205,1205_-1,1480
5078,5078,20238123750389250.XLSX,1219,1219_-1,1480
4768,4768,20238118370286365.XLSX,1227,1227_-1,1480
5086,5086,20236273401672872.XLSX,1225,1225_-1,1480
3347,3347,2023811114413618353.XLSX,1187,1187_-1,1480
4801,4801,202372925849896521.XLSX,1218,1218_-1,1480
5023,5023,2023730505492095.XLSX,1232,1232_-1,1480
4678,4678,202384115946781083.XLSX,1200,1200_-1,1480
4769,4769,20238463427927218.XLSX,1202,1202_-1,1480
4639,4639,20238131368494420.XLSX,1216,1216_-1,1480
4757,4757,202381305612906348.XLSX,1200,1200_-1,1480
4999,4999,202381312426484381.XLSX,1211,1211_-1,1480
5014,5014,20236250727131725.XLSX,1206,1206_-1,1480
4743,4743,20238832050707385.XLSX,1205,1205_-1,1480
3547,3547,202381315541880109.XLSX,1203,1203_-1,1480
4972,4972,20238123409714145.XLSX,1201,1201_-1,1480
5228,5228,20238673353689347.XLSX,1226,1226_-1,1480
3591,3591,20238604231520057.XLSX,1203,1203_-1,1480
4196,4196,20238463738653262.XLSX,1221,1221_-1,1480
4904,4904,202381222218409149.XLSX,1187,1187_-1,1480
4510,4510,20238131309693029.XLSX,1211,1211_-1,1480
4898,4898,2023325523174658.XLSX,1106,1106_1,1481
2249,2249,2023325523174658.XLSX,1106,1106_1,1481
4955,4955,202331965911579796.XLS,1024,1024_1,1484
2161,2161,202331965911579796.XLS,1024,1024_1,1484
2162,2162,2023318113155573565.XLS,1024,1024_1,1493
4814,4814,2023318113155573565.XLS,1024,1024_1,1493
1930,1930,2023078344086539.XLSX,1021,1021_3,1514
116,116,2023025114618906907.XLS,1010,1010_1,1521
2163,2163,20233374639619247.XLS,1010,1010_1,1521
263,263,20233711455023276.XLS,1010,1010_1,1521
639,639,20232271145555829.XLS,1010,1010_1,1521
729,729,202337114553543278.XLS,1010,1010_1,1521
1578,1578,202231143141672127.XLS,1113,1113_2,1522
577,577,202253022910172140.XLS,1113,1113_2,1522
990,990,202262824715263533.XLS,1113,1113_2,1522
823,823,202232971238595222.XLS,1113,1113_2,1522
814,814,202261110831756678.XLS,1113,1113_2,1522
1431,1431,20225296928180006.XLS,1113,1113_2,1522
1208,1208,202210182482516951.XLS,1113,1113_2,1522
2065,2065,202281112130939049.XLS,1113,1113_2,1522
654,654,2022112805812776949.XLS,1113,1113_2,1522
2169,2169,2023013246068835.XLS,1113,1113_2,1522
599,599,20229664629344195.XLS,1113,1113_2,1522
600,600,20229202471378402.XLS,1113,1113_2,1522
1079,1079,2022323114538475629.XLSX,1113,1113_2,1522
590,590,202232971238526221.XLS,1113,1113_2,1522
1593,1593,202251491450506356.XLS,1113,1113_2,1522
1381,1381,202232971259206225.XLS,1113,1113_2,1522
943,943,202251324710796318.XLS,1113,1113_2,1522
2066,2066,202275104834874131.XLS,1113,1113_2,1522
576,576,202211123470277705.XLS,1113,1113_2,1522
828,828,20223441147893719.XLS,1113,1113_2,1522
1692,1692,2022627104654241779.XLS,1113,1113_2,1522
2164,2164,20234162470371030.XLS,1113,1113_2,1522
532,532,20225601950511372.XLS,1113,1113_2,1522
1443,1443,202275104832996129.XLS,1113,1113_2,1522
820,820,20221032472936013.XLS,1113,1113_2,1522
2165,2165,20231924633193715.XLS,1113,1113_2,1522
1438,1438,202262810483813525.XLS,1113,1113_2,1522
818,818,202242634056659746.XLS,1113,1113_2,1522
217,217,20221018248442958.XLS,1113,1113_2,1522
555,555,202262924816618485.XLS,1113,1113_2,1522
2166,2166,20230524712312291.XLS,1113,1113_2,1522
1606,1606,2022614104621762950.XLS,1113,1113_2,1522
2167,2167,20230524714341307.XLS,1113,1113_2,1522
641,641,2022711164669775.XLS,1113,1113_2,1522
893,893,20226212477353881.XLS,1113,1113_2,1522
250,250,202211224733381530.XLS,1113,1113_2,1522
566,566,20223815917422982.XLS,1113,1113_2,1522
1197,1197,20228111192221040.XLS,1113,1113_2,1522
1575,1575,20225895938762201.XLS,1113,1113_2,1522
2168,2168,20234162473752033.XLS,1113,1113_2,1522
4849,4849,20234162470371030.XLS,1113,1113_2,1522
1199,1199,20227803116939066.XLS,1113,1113_2,1522
1632,1632,202231610449991848.XLS,1113,1113_2,1522
1083,1083,202232261947807807.XLS,1113,1113_2,1522
574,574,20224275457249588.XLS,1113,1113_2,1522
189,189,202211152482277232.XLS,1113,1113_2,1522
471,471,2022914104627827251.XLS,1113,1113_2,1522
1215,1215,20227124657975177.XLS,1113,1113_2,1522
1521,1521,2022613551844774.XLS,1113,1113_2,1522
401,401,20223226194813810.XLS,1113,1113_2,1522
1341,1341,202275104837245139.XLS,1113,1113_2,1522
1268,1268,20229112476975772.XLS,1113,1113_2,1522
309,309,202262824712371530.XLS,1113,1113_2,1522
407,407,202241811369142689.XLS,1113,1113_2,1522
408,408,20229624623458033.XLS,1113,1113_2,1522
1048,1048,202275104830960126.XLS,1113,1113_2,1522
1051,1051,202291222617648293.XLS,1113,1113_2,1522
477,477,2023092464156360.XLS,1113,1113_2,1522
414,414,202262124658245878.XLS,1113,1113_2,1522
1978,1978,202272994840239520.XLS,1113,1113_2,1522
1976,1976,20226282478264517.XLS,1113,1113_2,1522
1259,1259,2022628104830847509.XLS,1113,1113_2,1522
302,302,202211224725319519.XLS,1113,1113_2,1522
300,300,2022782483712394.XLS,1113,1113_2,1522
3518,3518,20234162473752033.XLS,1113,1113_2,1522
1275,1275,202210324712833022.XLS,1113,1113_2,1522
